1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,Time,total
0.13975696,39.73448914,26.80678605,11.27914688,35.19469848,-38.33356481,39.8776892,39.84848484,40.70357811,9.43205347,30.35160973,23.11975489,40.6544845,-14.30863771,8.76436108,28.18144196,8.85692938,15.8195783,5.28413312,-39.92355164,38.50822022,40.75171452,37.5176749,41.04074474,8.25906367,37.40162574,40.45448245,40.99398917,-38.56372182,37.60007618,12.58615114,7.48773181,37.39545074,7.28101879,39.84848484,37.11448583,29.54316053,18.81170136,18.30590141,-39.30320693,-39.96847557,-38.98635287,38.6517784,40.46381894,39.60151623,-39.26712326,38.28227358,-39.9831349,33.73102271,-4.70499164,8.1742723,-8.10694957,38.56364091,13.55735191,25.77287089,35.60575163,39.66636177,40.69160397,6.07401584,-11.74712714,40.60278879,16.97283669,-11.17971913,24.31828515,33.87292441,35.67646539,-17.49972424,-5.01369222,-36.19364875,35.18338645,38.58384107,-31.37999524,37.09527858,29.85924541,0.29629019,-39.32239948,-39.01510131,17.54161881,8.83404357,41.01936524,27.37252313,7.62902435,40.83543455,1.02888249,15.91797904,-3.33310741,10.26608154,35.05186325,11.90082973,40.01323863,6.15892281,18.77826429,-23.8334645,0.96343707,11.43359814,38.90982785,13.44448823,-39.03885192,30.35160973,38.56366075,5:30:00,1443.256426
4.66423434,39.54781916,23.83307214,33.0102329,35.27530578,-5.26126121,39.89031548,39.86111112,40.71620439,13.01208402,30.43199093,17.63482484,35.136456,-13.02757771,39.81516108,11.59630255,35.82314096,5.22040509,35.49293696,39.93755948,38.66644102,40.7643408,37.5319973,41.05337102,7.38296091,37.11602603,40.46710873,41.00661545,33.42697778,37.61200361,-23.42049756,24.96092081,37.63540655,28.17842206,39.86111112,37.55442999,5.00415813,16.06991071,16.77495334,40.55790419,-39.96847557,40.87475825,39.59770855,40.47644522,39.94827111,31.67057172,38.28472798,-39.9831349,35.83551759,-4.31133964,7.73879918,-10.75809757,38.61509171,11.34907959,24.68621609,6.80855383,39.68244937,40.70423025,6.08945184,-28.98798009,40.58280419,16.89478749,-7.42630487,23.33559915,34.51458109,35.14042455,-21.80508424,-4.50349622,-2.63256988,34.58308128,38.5579915,-29.15247524,37.30707478,11.43683468,39.99223579,-4.90499948,-38.48567331,18.38742729,37.1741625,41.03199152,27.81639496,4.74591035,14.5311256,-19.26889608,16.83998497,7.41003554,11.78022976,29.64048405,18.0982715,40.02586491,6.34686683,16.68739777,-21.9667445,0.96343707,38.21092062,38.97625021,10.23228267,40.8222592,30.43199093,38.61509039,6:00:00,2050.135274
13.38197644,39.49189576,26.78606553,6.7149903,35.23577618,-31.10629571,39.90099924,-40,38.69161727,-28.7183022,34.68682958,10.57436689,38.49251166,6.51726869,7.13830707,6.2240183,6.91114896,5.05963851,6.75975633,-39.92355164,38.73915042,40.77502456,37.54364766,-38.8077401,6.64789015,37.36430254,-39.39400239,-38.85449567,40.04217862,37.35780518,-15.17889887,5.61019292,38.05295975,-22.59000265,-40,38.02310515,5.38770107,11.04362673,18.14151241,40.56858795,-39.96847557,-38.98635287,39.61378375,40.48712898,39.65993991,37.92562514,38.28644398,-39.9831349,35.69161879,-3.97849164,7.76940118,-6.69264957,38.28282047,15.24171399,23.38321752,15.06140896,39.69436493,37.43081473,35.0038666,-4.47187717,40.62954599,17.04451509,-12.46212564,22.7598944,34.64054646,34.73857772,-17.73772555,-11.82385622,-0.63786002,34.2822314,38.65143379,-26.9150105,37.46174898,43.29920427,40.01557659,-4.47364348,-4.66254931,19.80362721,6.75203267,41.04267528,28.71597316,4.48772971,34.06523435,-7.90848483,22.82366016,14.7741345,11.43337834,21.27236965,34.40689647,40.03654867,10.9940697,16.96264461,-20.0117845,40.78417931,33.48615138,36.52778001,12.33012044,-39.03885192,34.68682958,38.28288848,6:30:00,1394.263036
13.63184102,39.77092896,32.78515302,6.3300174,35.12609938,-1.01913571,-39.97079564,-40,38.69062051,-9.93483488,36.90621722,9.85043289,38.49665606,6.07776109,4.91158563,9.11769855,7.86051737,5.29062277,5.8757216,39.96597236,38.50633302,40.79275368,37.55335974,-38.8077401,6.4062601,37.4447077,-39.39400239,-38.85449567,40.85810698,37.41703122,-38.97021749,34.87347572,37.68378506,-38.01439483,-40,37.59920507,6.36977777,13.80325775,15.08795364,40.58631707,-39.96847557,40.90317113,39.62902775,40.5048581,39.58313345,37.97875674,38.28914158,-39.9831349,35.99231194,-3.69339164,7.38256958,-6.13774957,38.33674131,9.73024846,27.67248009,10.0857323,39.79358701,37.44208993,23.8359038,2.53960223,40.61074879,17.49356509,-13.37852564,23.56235315,35.44123969,34.83942887,-25.50348424,-13.30048422,-2.22643127,34.6475562,38.5561027,-33.93935524,37.57928026,23.87735447,0.29629019,-4.10416748,-37.65542931,21.78489445,4.74251239,-38.8291196,29.76422696,4.53490831,34.07629087,-1.56542322,29.4849052,20.72864194,13.10778874,30.74877376,8.90242165,-39.83524621,13.6186044,9.77704214,-18.5228605,40.79696819,26.60542658,40.15285638,6.62768144,40.85067208,36.90621722,38.33674395,7:00:00,1320.212126
18.09616362,39.66684468,23.1016031,8.49940278,35.3226529,-2.70516628,-39.97079564,-40,38.73091127,-38.41929357,38.7964657,13.34146209,38.50535686,38.94071789,8.11950976,6.76731396,8.6092274,5.8212663,6.01443216,39.96533724,37.86053302,40.79211856,37.56155462,-38.8077401,10.53658907,37.43591123,-39.39400239,-38.85449567,40.88614842,37.11966001,21.71444855,7.24591813,37.8609939,-12.83938289,-40,38.04811811,7.38215893,16.11815516,19.77131368,40.58568195,39.92041331,40.90253601,39.63799855,40.50422298,39.64642245,38.07054474,38.2890639,39.90575398,36.64397775,-3.44643164,7.40374838,-5.66025757,38.39558091,20.22592159,23.69276117,25.5886809,39.95976116,37.45177217,24.0708054,-2.059964,40.62154767,16.23061669,-13.43667226,22.58485939,36.9633995,34.94760795,-26.10628424,-16.82764422,3.17175745,34.92923948,38.64763566,-27.25806646,38.00882018,-3.04888642,40.12956579,-3.78414748,-35.05272131,22.28431446,8.46182255,-38.8291196,30.39911316,4.58482675,34.08582279,-6.43023768,22.9350752,19.78866994,12.26626192,8.50211337,11.38953686,-39.83524621,11.42439293,11.2278573,-20.9207445,0.96343707,28.82090662,40.32903703,38.56793687,40.85003696,38.7964657,38.39557975,7:30:00,1566.148893
15.06383043,39.706227,22.96208664,8.81571088,34.91176066,-5.15836001,-39.97079564,-40,38.70563483,29.83196636,39.31337981,13.74863169,38.51261382,39.06782789,6.54629631,16.00541851,9.47045004,12.19113204,13.67537632,-39.92355164,36.48739182,40.799063,37.5937385,-38.8077401,5.81822967,37.11846378,-39.39400239,7.547752,41.00301418,37.60550757,22.02921519,-35.40916139,38.1176822,-0.18412194,-40,37.84926701,8.29081813,15.3486609,12.68417161,40.59262639,39.92735775,-37.45726578,40.96076308,7.547752,39.38817859,38.15444954,37.8386676,39.91269842,39.7377253,-3.23043964,7.42512782,-15.74080557,38.57874731,10.90139337,23.81398861,-1.65457425,40.00711168,37.46016833,24.2624454,-1.91746574,40.63123855,37.3608688,-8.85364067,22.71545155,38.94795713,35.03856223,11.95340485,-17.80826022,-28.59817911,35.1529606,38.69058347,-5.16627524,38.15181046,-1.64931481,40.19868179,-5.14111948,-32.77960931,23.48707405,6.57128987,6.6672492,30.71475384,4.70935435,34.09412503,-8.53283976,20.66534716,17.71884708,10.47217095,7.72268756,6.53758425,-39.83524621,15.55472969,9.33654426,-18.2298485,38.39561136,22.71510062,40.3004044,13.65987731,4.9586596,39.31337981,38.57873515,8:00:00,1488.902948
11.63536978,39.76941368,15.55121204,-20.44195239,35.62388366,-35.08140481,39.93117236,-40,38.27483087,8.86154803,39.50699239,15.07533889,38.51907486,11.85608426,-23.13455892,11.75748643,-22.44837333,6.5106646,9.33524952,39.97841636,38.76897906,40.80519768,37.57461278,-38.8077401,8.37607369,37.16451243,-39.39400239,34.82489157,41.83287272,37.91857281,20.09220103,-33.87200228,38.3583247,21.99550388,-40,38.06297597,8.39793163,20.19027246,13.85640853,40.59876107,39.93349243,35.03468822,42.73271942,35.12448994,39.40326505,38.22782634,38.60737132,39.9188331,37.3079173,-3.03994764,7.24259534,-16.72952157,38.48424527,16.81531097,23.76280965,5.73586423,39.74571439,37.47111113,17.00703594,0.51808383,40.63979103,38.97464056,-5.22457902,22.38370227,39.71169965,35.11609491,7.14359336,19.92959138,-8.68708403,35.348411,38.63844202,-3.44004353,37.62234285,-34.00718075,40.18355851,-38.67279948,-32.77446131,26.38844846,-23.23809217,34.6182232,30.81485516,4.51728315,34.10142099,-8.27361576,31.944337,13.86843211,11.94386966,7.82074525,11.2979668,40.06672179,15.35998392,16.32322483,-25.0436965,39.40524964,20.80293342,39.9378839,31.57373198,32.33542608,39.50699239,38.48424375,8:30:00,1758.570989
12.03219051,39.80653608,19.5826309,12.49820271,35.61224058,-2.47336371,-39.97079564,-40,38.38566087,8.16505081,39.67638393,13.26336689,38.52475802,10.35798229,-29.3348892,10.01151151,12.98994077,8.4674513,8.68683199,39.98385576,34.72017302,-39.09677032,37.39457744,-38.8077401,4.6262694,37.43662203,-39.39400239,34.83002993,8.00983642,38.13563509,23.79873218,-6.75493709,38.50951682,10.85120614,-40,38.22261113,9.87657667,18.84980054,20.13003942,-39.30320693,-37.12563557,35.33929365,38.6297776,35.12951062,39.44888605,38.29265274,39.0453396,39.9242725,37.19597122,-5.632269,6.42896562,-19.50441757,38.51837251,7.95392775,23.25016129,13.27421599,39.79070559,37.47401713,35.125893,0.30516846,40.64739455,39.3564204,-14.73260625,24.29657081,39.66450821,35.18298555,5.33935576,12.57177458,-2.00992412,35.4883762,39.35503202,-3.38813553,37.96262729,-0.30473589,40.12985427,21.69967855,-36.54834131,32.22010973,-27.52394537,34.62397844,30.97736996,4.73291315,34.11628411,-11.29290791,27.07706102,14.20749128,11.71277394,5.11909845,6.1807475,-39.83524621,14.41080075,21.28001099,-31.0051445,39.73318816,18.82790127,39.86952378,30.16126208,32.34322224,39.67638393,38.51838395,9:00:00,1512.007421
15.53315834,39.84394118,22.5928816,15.79447273,-13.93172614,-21.36068628,39.94407636,-40,38.12378207,8.62719831,39.74026801,16.53667489,38.56425966,8.67788629,12.74356908,11.00645174,15.53546576,43.78456826,12.40964206,-39.92355164,33.78238678,40.81810168,38.35535784,-38.8077401,5.42617047,37.65751483,33.16412417,34.83439957,8.01476266,37.98285381,25.57861418,11.71211988,39.27767421,10.13074045,-40,40.45038072,13.60560706,17.9494444,30.10714353,-36.60718873,-35.16399557,35.35009713,39.19586775,38.21911666,46.69360312,37.98991514,39.59208443,-39.9831349,37.40137998,-3.99018657,6.25330138,-20.26801757,39.95121912,42.91320918,23.34384169,10.37022773,39.7389059,37.47976701,19.13261924,-2.09415347,43.01107526,39.55787509,-6.6352647,19.74605915,39.55515958,34.85134755,5.69269496,12.01704338,-3.62295964,35.6126846,39.5063272,-5.12745124,38.32308593,-20.00351651,0.29629019,25.90731195,-38.13670931,39.48399068,12.72061407,34.62912996,31.13540792,4.49197327,34.11364667,-2.90469358,34.72691617,17.45481189,15.51096071,5.07962085,25.05589556,40.07962579,16.46275331,23.57549221,-31.2275445,39.85371108,25.64946614,39.84420523,25.62299403,32.35040072,39.74026801,39.95121403,9:30:00,1803.752381
10.39422919,39.8426331,17.86743285,9.80774234,-13.24556614,-19.18180881,39.94587104,-40,38.10685727,11.62085079,39.78580153,14.87444564,38.53707766,7.59408293,6.99505179,10.0467002,9.65190696,14.78227603,14.2374102,-39.92355164,33.19522894,40.81989636,38.79094176,34.68954706,5.27299215,37.82603531,33.5664564,21.713504,8.01919382,38.12942297,29.4634491,5.88901061,38.83612163,9.2163963,-40,38.21656517,9.91956467,16.30652358,21.54022435,30.25665512,-33.39911557,35.36003273,38.94583419,36.5759152,39.51947871,37.98004074,38.6395764,39.93353178,37.68401314,-3.69498657,5.52857678,-20.38461757,40.51998952,34.66092296,23.41700329,14.30491416,39.74289703,37.50119713,30.79982204,-3.04241921,28.8542232,40.98504448,-4.01777019,19.85454443,39.51738442,34.48415435,6.01306376,12.27099178,-2.61400552,35.5265246,39.58653498,-4.70071924,38.58409385,23.072324,40.11348963,29.17274935,25.98061064,38.19057687,6.85115473,22.18618047,31.44751636,4.51337223,34.11881899,-8.73750936,28.15932036,12.01545931,13.03986255,5.11566805,15.18718778,35.93027289,16.30495944,15.86356642,-29.6168165,40.21890816,20.22971617,39.88750507,-11.38012927,31.29113788,39.78580153,40.51997883,10:00:00,1977.805527
16.21774072,39.84211078,18.06660965,9.55964173,-12.81388614,-4.14788481,39.95555356,39.9263492,38.11455667,10.33741749,39.84270002,11.50202689,38.54155686,13.027133,6.92494822,7.49627801,9.42114596,14.36970965,18.86212664,40.00279756,32.87507302,-5.92417794,39.0386016,34.69399758,5.18221027,37.95869243,33.95227021,26.51961233,8.02322578,38.24463269,26.58340793,5.76615686,38.57481001,10.72383737,39.9263492,38.30857581,11.73182067,7.36503812,22.39123882,35.95268688,-31.80275557,35.36836197,38.96120027,37.87150456,39.27478191,37.98432818,39.1488836,-39.9831349,37.9089657,-4.08426233,8.03347238,-18.13754557,40.95678992,16.10470902,23.48718965,13.08735025,39.83619034,37.48957473,34.27309464,-5.69703157,36.75908568,40.49276139,-5.12010775,19.83538515,39.63243905,34.54448155,6.29805376,10.36678138,-1.19213031,35.2289142,39.70766194,-4.44799924,38.84354809,32.67744504,40.12217459,31.05282927,28.07292648,39.27142159,6.61785179,24.309494,31.41572576,4.53117591,34.12348663,-10.5231716,32.6618009,16.21600085,12.97406068,7.14038805,22.48407069,38.90363095,12.05697509,26.08182975,-25.37065656,12.48419056,13.72002048,39.91502123,-6.95664883,30.70861108,39.84270002,40.95677963,10:30:00,2129.457367
